sku,description,ean,url,brand,title,image_urls,currency,mfr,current_price,price
284903,DJI Osmo Gimbal and Camera Features,6958265104770,http://www.expansys.com.sg/dji-osmo-gimbal-and-camera-part-25-284903/,DJI,DJI Osmo Gimbal and Camera ,http://i1.expansys.com/img/b/284903/dji-osmo-gimbal-and-camera.jpg,SGD,CP.ZM.000251,SG$701.13,SG$701.13
273005,SJCAM SJ4000 WIFI Full HD Sports Camera Features,5055887315391,http://www.expansys.com.sg/sjcam-sj4000-wifi-full-hd-sports-camera-yellow-273005/,SJCAM,SJCAM SJ4000 WIFI Full HD Sports Camera ,http://i2.expansys.com/img/b/273005/sjcam-sj4000-wifi-full-hd-sports-camera.jpg,SGD,AP_SJCAMSJ4000WIFI_YE,SG$118.99,SG$118.99
264618,XBase SJ4000 WIFI Full HD Sports Camera Features,5055887308188,http://www.expansys.com.sg/xbase-sj4000-at200-wifi-full-hd-sports-camera-yellow-264618/,XBase,XBase SJ4000 WIFI Full HD Sports Camera ,http://i2.expansys.com/img/b/264618/xbase-sj4000-at200-wifi-full-hd-sports-camera.jpg,SGD,AP_SJ4000WIFI_YE,SG$125.99,SG$125.99
257344,Oregon Scientific ATC Mini Action Camera Features,4891475081450,http://www.expansys.com.sg/oregon-scientific-atc-mini-action-camera-257344/,Oregon Scientific,Oregon Scientific ATC Mini Action Camera,http://i1.expansys.com/img/b/257344/oregon-scientific-atc-mini-action-camera.jpg,SGD,HAT0082010312001,SG$306.65,SG$306.65
257342,Oregon Scientific ATC Chameleon Dual Lens Action Video Camera Features,4891475085458,http://www.expansys.com.sg/oregon-scientific-atc-chameleon-dual-lens-action-video-camera-257342/,Oregon Scientific,Oregon Scientific ATC Chameleon Dual Lens Action Video Camera ,http://i1.expansys.com/img/b/257342/oregon-scientific-atc-chameleon-dual-lens-action-video-camera.jpg,SGD,HAT0181010312001,SG$274.99,SG$274.99
284793,Transcend DrivePro 520 Features,0760557832881,http://www.expansys.com.sg/transcend-drivepro-520-car-video-recorder-284793/,Transcend,Transcend DrivePro 520 ,http://i1.expansys.com/img/b/284793/transcend-drivepro-520.jpg,SGD,TS32GDP520M,SG$294.99,SG$294.99
273008,SJCAM SJ4000 WIFI Full HD Sports Camera Features,5055887315360,http://www.expansys.com.sg/sjcam-sj4000-wifi-full-hd-sports-camera-pink-273008/,SJCAM,SJCAM SJ4000 WIFI Full HD Sports Camera ,http://i2.expansys.com/img/b/273008/sjcam-sj4000-wifi-full-hd-sports-camera.jpg,SGD,AP_SJCAMSJ4000WIFI_PK,SG$118.99,SG$118.99
272627,Veho UVI™ K-Series K-2 Wi-Fi Handsfree Camera Features,094922472991,http://www.expansys.com.sg/veho-muvi-k-series-k2-handsfree-camera-272627/,Veho,Veho UVI™ K-Series K-2 Wi-Fi Handsfree Camera ,http://i2.expansys.com/img/b/272627/veho-muvi-k-series-k2-handsfree-camera.jpg,SGD,VCC-006-K2,SG$444.99,SG$444.99
272626,Veho MUVI™ K-Series K-1 Wi-Fi Handsfree Camera Features,094922472984,http://www.expansys.com.sg/veho-muvi-k-series-k1-handsfree-camera-272626/,Veho,Veho MUVI™ K-Series K-1 Wi-Fi Handsfree Camera ,http://i2.expansys.com/img/b/272626/veho-muvi-k-series-k1-handsfree-camera.jpg,SGD,VCC-006-K1,SG$274.99,SG$274.99
273009,SJCAM SJ4000 WIFI Full HD Sports Camera Features,5055887315353,http://www.expansys.com.sg/sjcam-sj4000-wifi-full-hd-sports-camera-gold-273009/,SJCAM,SJCAM SJ4000 WIFI Full HD Sports Camera ,http://i2.expansys.com/img/b/273009/sjcam-sj4000-wifi-full-hd-sports-camera.jpg,SGD,AP_SJCAMSJ4000WIFI_GD,SG$118.99,SG$118.99
254438,Marley Positive Vibration Headphones Features,846885000762,http://www.expansys.com.sg/marley-positive-vibration-headphones-3-button-mircophone-raste-254438/,Marley,Marley Positive Vibration Headphones ,http://i2.expansys.com/img/b/254438/marley-positive-vibration-headphones.jpg,SGD,AP_EM-JH013RA,SG$72.48,SG$72.48
282314,ASUS Zenfone 2 Laser Dual SIM ZE550KL Features,4712900138535,http://www.expansys.com.sg/asus-zenfone-2-laser-dual-sim-ze550kl-unlocked-lte-16gb-red-282314/,,ASUS Zenfone 2 Laser Dual SIM ZE550KL ,http://i1.expansys.com/img/b/282314/asus-zenfone-2-laser-dual-sim-ze550kl.jpg,SGD,889349138533,SG$264.99,SG$264.99
276489,SJCAM SJ5000 Plus WiFi Full HD Sports Camera Features,5055887324034,http://www.expansys.com.sg/sjcam-sj5000-plus-full-hd-sports-camera-white-276489/,SJCAM,SJCAM SJ5000 Plus WiFi Full HD Sports Camera ,http://i2.expansys.com/img/b/276489/sjcam-sj5000-plus-full-hd-sports-camera.jpg,SGD,AP_SJCAMSJ5000+_WT,SG$201.65,SG$201.65
276487,SJCAM SJ5000 Plus WiFi Full HD Sports Camera Features,5055887319955,http://www.expansys.com.sg/sjcam-sj5000-plus-full-hd-sports-camera-black-276487/,SJCAM,SJCAM SJ5000 Plus WiFi Full HD Sports Camera ,http://i2.expansys.com/img/b/276487/sjcam-sj5000-plus-full-hd-sports-camera.jpg,SGD,AP_SJCAMSJ5000+_BK,SG$201.65,SG$201.65
276483,SJCAM SJ5000 WIFI Full HD Sports Camera Features,5055887320913,http://www.expansys.com.sg/sjcam-sj5000-wifi-full-hd-sports-camera-blue-276483/,SJCAM,SJCAM SJ5000 WIFI Full HD Sports Camera ,http://i1.expansys.com/img/b/276483/sjcam-sj5000-wifi-full-hd-sports-camera.jpg,SGD,AP_SJCAMSJ5000WIFI_BU,SG$169.85,SG$169.85
276481,SJCAM SJ5000 WIFI Full HD Sports Camera Features,5055887319986,http://www.expansys.com.sg/sjcam-sj5000-wifi-full-hd-sports-camera-silver-276481/,SJCAM,SJCAM SJ5000 WIFI Full HD Sports Camera ,http://i1.expansys.com/img/b/276481/sjcam-sj5000-wifi-full-hd-sports-camera.jpg,SGD,AP_SJCAMSJ5000WIFI_SR,SG$169.85,SG$169.85
276477,SJCAM SJ5000 WIFI Full HD Sports Camera Features,5055887319979,http://www.expansys.com.sg/sjcam-sj5000-wifi-full-hd-sports-camera-black-276477/,SJCAM,SJCAM SJ5000 WIFI Full HD Sports Camera ,http://i2.expansys.com/img/b/276477/sjcam-sj5000-wifi-full-hd-sports-camera.jpg,SGD,AP_SJCAMSJ5000WIFI_BK,SG$169.85,SG$169.85
273222,SJCAM M10 WiFi Mini Cube Full HD Action Camera Features,5055887315742,http://www.expansys.com.sg/sjcam-m10-wifi-full-hd-mini-action-camera-gold-273222/,SJCAM,SJCAM M10 WiFi Mini Cube Full HD Action Camera ,http://i1.expansys.com/img/b/273222/sjcam-m10-wifi-full-hd-mini-action-camera.jpg,SGD,AP_SJM10WIFI_GD,SG$126.99,SG$126.99
254210,Philips Fidelio L2 Headphones w/Microphone Features,8712581690717,http://www.expansys.com.sg/philips-fidelio-l2-headphones-with-mic-black-254210/,Philips,Philips Fidelio L2 Headphones w/Microphone ,http://i1.expansys.com/img/b/254210/philips-fidelio-l2-headphones-with-mic.jpg,SGD,AP_L2BO_BLK,SG$363.14,SG$363.14
285852,Apple iPad Pro A1652 Features,888462532037,http://www.expansys.com.sg/apple-ipad-pro-a1652-lte-128gb-space-gray-285852/,,Apple iPad Pro A1652 ,http://i1.expansys.com/img/b/285852/apple-ipad-pro-a1652.jpg,SGD,888462532037,"SG$1,529.99","SG$1,529.99"
286535,HTC One A9 - A9u Features,4718487682614,http://www.expansys.com.sg/htc-one-a9-unlocked-32gb-topaz-gold-286535/,HTC,HTC One A9 - A9u ,http://i2.expansys.com/img/b/286535/htc-one-a9.jpg,SGD,AP_HTCA9_32_GLD,SG$639.99,SG$639.99
283365,DJI Focus Features,DJI_focus,http://www.expansys.com.sg/dji-focus-with-a-remote-controller-283365/,,DJI Focus ,http://i2.expansys.com/img/b/283365/dji-focus.jpg,SGD,,"SG$2,651.20","SG$2,651.20"
276488,SJCAM SJ5000 Plus WiFi Full HD Sports Camera Features,5055887319962,http://www.expansys.com.sg/sjcam-sj5000-plus-full-hd-sports-camera-silver-276488/,SJCAM,SJCAM SJ5000 Plus WiFi Full HD Sports Camera ,http://i2.expansys.com/img/b/276488/sjcam-sj5000-plus-full-hd-sports-camera.jpg,SGD,AP_SJCAMSJ5000+_SR,SG$201.65,SG$201.65
273223,SJCAM M10 WiFi Mini Cube Full HD Action Camera Features,5055887315759,http://www.expansys.com.sg/sjcam-m10-wifi-full-hd-mini-action-camera-red-273223/,SJCAM,SJCAM M10 WiFi Mini Cube Full HD Action Camera ,http://i1.expansys.com/img/b/273223/sjcam-m10-wifi-full-hd-mini-action-camera.jpg,SGD,AP_SJM10WIFI_RD,SG$126.99,SG$126.99
273007,SJCAM SJ4000 WIFI Full HD Sports Camera Features,5055887315384,http://www.expansys.com.sg/sjcam-sj4000-wifi-full-hd-sports-camera-white-273007/,SJCAM,SJCAM SJ4000 WIFI Full HD Sports Camera ,http://i2.expansys.com/img/b/273007/sjcam-sj4000-wifi-full-hd-sports-camera.jpg,SGD,AP_SJCAMSJ4000WIFI_WH,SG$118.99,SG$118.99
264616,XBase SJ4000 WIFI Full HD Sports Camera Features,5055887308126,http://www.expansys.com.sg/xbase-sj4000-at200-wifi-full-hd-sports-camera-black-264616/,XBase,XBase SJ4000 WIFI Full HD Sports Camera ,http://i2.expansys.com/img/b/264616/xbase-sj4000-at200-wifi-full-hd-sports-camera.jpg,SGD,AP_SJ4000WIFI_BK,SG$125.99,SG$125.99
276492,SJCAM SJ5000 Plus WiFi Full HD Sports Camera Features,5055887324065,http://www.expansys.com.sg/sjcam-sj5000-plus-full-hd-sports-camera-red-276492/,SJCAM,SJCAM SJ5000 Plus WiFi Full HD Sports Camera ,http://i1.expansys.com/img/b/276492/sjcam-sj5000-plus-full-hd-sports-camera.jpg,SGD,AP_SJCAMSJ5000+_RD,SG$201.65,SG$201.65
276491,SJCAM SJ5000 Plus WiFi Full HD Sports Camera Features,5055887324058,http://www.expansys.com.sg/sjcam-sj5000-plus-full-hd-sports-camera-yellow-276491/,SJCAM,SJCAM SJ5000 Plus WiFi Full HD Sports Camera ,http://i1.expansys.com/img/b/276491/sjcam-sj5000-plus-full-hd-sports-camera.jpg,SGD,AP_SJCAMSJ5000+_YE,SG$201.65,SG$201.65
287530,Samsung Galaxy Note5 (Dual SIM) SM-N9200 Features,8806088197685,http://www.expansys.com.sg/samsung-galaxy-note5-dual-sim-sm-n9200-unlocked-lte-32gb-pink-287530/,Samsung,Samsung Galaxy Note5 (Dual SIM) SM-N9200 ,http://i1.expansys.com/img/b/287530/samsung-galaxy-note5-dual-sim-sm-n9200.jpg,SGD,AP_SM-N9200,SG$889.99,SG$889.99
285274,Xiaomi Mi 4i Dual SIM Features,6954176809803,http://www.expansys.com.sg/xiaomi-mi-4i-dual-sim-unlocked-32gb-dark-grey-285274/,Xiaomi,Xiaomi Mi 4i Dual SIM ,http://i1.expansys.com/img/b/285274/xiaomi-mi-4i-dual-sim.jpg,SGD,AP_MI4I_32_GRY,SG$329.99,SG$329.99
287756,Samsung Galaxy A9 (2016) Dual-SIM SM-A9000 Features,8806088211497,http://www.expansys.com.sg/samsung-galaxy-a9-2016-dual-sim-sm-a9000-unlocked-32gb-gold-287756/,Samsung,Samsung Galaxy A9 (2016) Dual-SIM SM-A9000 ,http://i2.expansys.com/img/b/287756/samsung-galaxy-a9-2016-dual-sim-sm-a9000.jpg,SGD,AP_SM-A9000ZDATGY,SG$699.99,SG$699.99
283241,Monster SuperStar BackFloat Waterproof Bluetooth Speaker Features,050644734991,http://www.expansys.com.sg/monster-superstar-backfloat-waterproof-bluetooth-speaker-neon-blue-283241/,Monster,Monster SuperStar BackFloat Waterproof Bluetooth Speaker ,http://i1.expansys.com/img/b/283241/monster-superstar-backfloat-waterproof-bluetooth-speaker.jpg,SGD,129278-00,SG$200.99,SG$200.99
283238,Monster SuperStar Bluetooth Speaker / Speakerphone Features,050644720109,http://www.expansys.com.sg/monster-superstar-bluetooth-speaker-speakerphone-neon-pink-283238/,Monster,Monster SuperStar Bluetooth Speaker / Speakerphone ,http://i2.expansys.com/img/b/283238/monster-superstar-bluetooth-speaker-speakerphone.jpg,SGD,129263-00,SG$138.99,SG$138.99
285211,LG V10 Dual-SIM H961N Features,8806084998859,http://www.expansys.com.sg/lg-v10-dual-sim-h961n-unlocked-64gb-space-black-285211/,LG,LG V10 Dual-SIM H961N ,http://i1.expansys.com/img/b/285211/lg-v10-dual-sim-h961n.jpg,SGD,AP_H961N_SPC_BLK,SG$925.57,SG$925.57
287116,LG V10 Dual-SIM H961N Features,8806084998866,http://www.expansys.com.sg/lg-v10-dual-sim-h961n-unlocked-64gb-ocean-blue-287116/,LG,LG V10 Dual-SIM H961N ,http://i2.expansys.com/img/b/287116/lg-v10-dual-sim-h961n.jpg,SGD,AP_H961N_BLU,SG$929.99,SG$929.99
286638,Microsoft Lumia 950 RM-1104 Features,6438158745766,http://www.expansys.com.sg/microsoft-lumia-950-rm-1104-unlocked-32gb-black-286638/,Microsoft,Microsoft Lumia 950 RM-1104 ,http://i2.expansys.com/img/b/286638/microsoft-lumia-950-rm-1104.jpg,SGD,AP_RM-1104_BLK,SG$754.99,SG$754.99
285868,Google Nexus 6P H1512 Features,6901443077120,http://www.expansys.com.sg/google-nexus-6p-h1512-unlocked-32gb-graphite-grey-285868/,Google,Google Nexus 6P H1512 ,http://i2.expansys.com/img/b/285868/google-nexus-6p-h1512.jpg,SGD,AP_H1512_32BLK,SG$809.99,SG$809.99
284512,Meizu m2 note M571H Dual-SIM Features,6937520006981,http://www.expansys.com.sg/meizu-m2-note-m571h-dual-sim-unlocked-16gb-grey-284512/,Meizu,Meizu m2 note M571H Dual-SIM ,http://i1.expansys.com/img/b/284512/meizu-m2-note-m571h-dual-sim.jpg,SGD,AP_M571H_GRY,SG$264.99,SG$264.99
285965,"ASUS ZenFone 2 Laser 6"" Dual-SIM ZE601KL Features",4712900129984,http://www.expansys.com.sg/asus-zenfone-2-laser-6-dual-sim-ze601kl-unlocked-32gb-glacier-gray-285965/,,"ASUS ZenFone 2 Laser 6"" Dual-SIM ZE601KL ",http://i2.expansys.com/img/b/285965/asus-zenfone-2-laser-6-dual-sim-ze601kl.jpg,SGD,889349129982,SG$409.99,SG$409.99
282293,ASUS Zenfone 2 Laser Dual SIM ZE550KL Features,4712900138511,http://www.expansys.com.sg/asus-zenfone-2-laser-dual-sim-ze550kl-unlocked-lte-16gb-black-282293/,,ASUS Zenfone 2 Laser Dual SIM ZE550KL ,http://i1.expansys.com/img/b/282293/asus-zenfone-2-laser-dual-sim-ze550kl.jpg,SGD,889349138519,SG$264.99,SG$264.99
285891,Google Nexus 6P H1512 Features,6901443077113,http://www.expansys.com.sg/google-nexus-6p-h1512-unlocked-32gb-aluminium-silver-285891/,Google,Google Nexus 6P H1512 ,http://i1.expansys.com/img/b/285891/google-nexus-6p-h1512.jpg,SGD,AP_H1512_32SLV,SG$809.99,SG$809.99
285219,LG V10 Dual-SIM H961N Features,8806084998897,http://www.expansys.com.sg/lg-v10-dual-sim-h961n-unlocked-64gb-luxe-white-285219/,LG,LG V10 Dual-SIM H961N ,http://i2.expansys.com/img/b/285219/lg-v10-dual-sim-h961n.jpg,SGD,AP_H961N_WHT,SG$925.57,SG$925.57
282088,ASUS ZenFone 2 Deluxe Dual SIM - ZE551ML Features,4712900153361,http://www.expansys.com.sg/asus-zenfone-2-deluxe-dual-sim-ze551ml-unlocked-lte-64gb-purple-282088/,,ASUS ZenFone 2 Deluxe Dual SIM - ZE551ML ,http://i2.expansys.com/img/b/282088/asus-zenfone-2-deluxe-dual-sim-ze551ml.jpg,SGD,889349153369,SG$444.99,SG$444.99
254452,Philips ActionFit SHQ3200 Sports Earhook Headphones Features,AP_SHQ3200_OR,http://www.expansys.com.sg/philips-actionfit-shq3200-in-ear-headphones-254452/,,Philips ActionFit SHQ3200 Sports Earhook Headphones ,http://i1.expansys.com/img/b/254452/philips-actionfit-shq3200-in-ear-headphones.jpg,SGD,,SG$37.97,SG$37.97
254374,Denon AH-D310 Over-Ear Headphones Features,AP_AHD310,http://www.expansys.com.sg/denon-ah-d310-over-ear-headphones-254374/,,Denon AH-D310 Over-Ear Headphones,http://i1.expansys.com/img/b/254374/denon-ah-d310-over-ear-headphones.jpg,SGD,,SG$54.32,SG$54.32
276502,Microsoft Lumia 430 Dual SIM RM-1099 Features,6438158722705,http://www.expansys.com.sg/microsoft-lumia-430-dual-sim-unlocked-8gb-black-276502/,Microsoft,Microsoft Lumia 430 Dual SIM RM-1099 ,http://i1.expansys.com/img/b/276502/microsoft-lumia-430-dual-sim.jpg,SGD,AP_LUMIA430_BLK,SG$117.99,SG$117.99
287363,Samsung Galaxy A7 (2016) Dual-SIM SM-A7100 Features,8806088181516,http://www.expansys.com.sg/samsung-galaxy-a7-dual-sim-sm-a7100-unlocked-16gb-pink-gold-287363/,Samsung,Samsung Galaxy A7 (2016) Dual-SIM SM-A7100 ,http://i1.expansys.com/img/b/287363/samsung-galaxy-a7-dual-sim-sm-a7100.jpg,SGD,AP_A7100_2016_16GB_PNK,SG$544.99,SG$544.99
287225,B-Stock Motorola MOTO G (3rd Gen.) XT1541 Features,AP_B-Stock_282222,http://www.expansys.com.sg/b-stock-motorola-moto-g-3rd-gen-xt1541-unlocked-lte-8gb-white-open-box-287225/,,B-Stock Motorola MOTO G (3rd Gen.) XT1541 ,http://i2.expansys.com/img/b/287225/b-stock-motorola-moto-g-3rd-gen-xt1541.jpg,SGD,,SG$246.13,SG$246.13
282089,ASUS ZenFone 2 Deluxe Dual SIM - ZE551ML Features,4712900153378,http://www.expansys.com.sg/asus-zenfone-2-deluxe-dual-sim-ze551ml-unlocked-lte-64gb-white-282089/,,ASUS ZenFone 2 Deluxe Dual SIM - ZE551ML ,http://i2.expansys.com/img/b/282089/asus-zenfone-2-deluxe-dual-sim-ze551ml.jpg,SGD,889349153376,SG$444.99,SG$444.99
282155,ASUS ZenFone Selfie Dual SIM - ZD551KL Features,4712900164886,http://www.expansys.com.sg/asus-zenfone-selfie-dual-sim-zd551kl-unlocked-lte-32gb-chic-pink-282155/,,ASUS ZenFone Selfie Dual SIM - ZD551KL ,http://i2.expansys.com/img/b/282155/asus-zenfone-selfie-dual-sim-zd551kl.jpg,SGD,889349164884,SG$354.99,SG$354.99
282154,ASUS ZenFone Selfie Dual SIM - ZD551KL Features,4712900125719,http://www.expansys.com.sg/asus-zenfone-selfie-dual-sim-zd551kl-unlocked-lte-32gb-aqua-blue-282154/,,ASUS ZenFone Selfie Dual SIM - ZD551KL ,http://i1.expansys.com/img/b/282154/asus-zenfone-selfie-dual-sim-zd551kl.jpg,SGD,889349125717,SG$354.99,SG$354.99
282145,ASUS Zenfone 2 Laser Dual SIM ZE550KL Features,4712900138528,http://www.expansys.com.sg/asus-zenfone-2-laser-dual-sim-ze550kl-unlocked-lte-16gb-white-282145/,,ASUS Zenfone 2 Laser Dual SIM ZE550KL ,http://i2.expansys.com/img/b/282145/asus-zenfone-2-laser-dual-sim-ze550kl.jpg,SGD,889349138526,SG$264.99,SG$264.99
282091,ASUS ZenFone 2 Deluxe Dual SIM - ZE551ML Features,4712900150964,http://www.expansys.com.sg/asus-zenfone-2-deluxe-dual-sim-ze551ml-unlocked-lte-16gb-purple-282091/,,ASUS ZenFone 2 Deluxe Dual SIM - ZE551ML ,http://i1.expansys.com/img/b/282091/asus-zenfone-2-deluxe-dual-sim-ze551ml.jpg,SGD,889349150962,SG$344.99,SG$344.99
286788,ASUS Zenfone Zoom ZX551ML Features,4712900273946,http://www.expansys.com.sg/asus-zenfone-zoom-zx551ml-unlocked-64gb-white-286788/,,ASUS Zenfone Zoom ZX551ML ,http://i2.expansys.com/img/b/286788/asus-zenfone-zoom-zx551ml.jpg,SGD,889349273944,SG$619.99,SG$619.99
269445,TDK Stereo Headphones EB120TP Features,020356621247,http://www.expansys.com.sg/tdk-eb120tp-headphones-with-travel-pack-269445/,,TDK Stereo Headphones EB120TP ,http://i2.expansys.com/img/b/269445/tdk-eb120tp-headphones-with-travel-pack.jpg,SGD,5055887312758,SG$17.99,SG$17.99
266781,Jabra Move Wireless Features,5707055038327,http://www.expansys.com.sg/jabra-move-wireless-blue-266781/,,Jabra Move Wireless ,http://i1.expansys.com/img/b/266781/jabra-move-wireless.jpg,SGD,5707055038341,SG$90.99,SG$90.99
282026,ASUS ZenFone Selfie Dual SIM - ZD551KL Features,4712900125696,http://www.expansys.com.sg/asus-zenfone-selfie-dual-sim-zd551kl-unlocked-lte-32gb-pure-white-282026/,,ASUS ZenFone Selfie Dual SIM - ZD551KL ,http://i2.expansys.com/img/b/282026/asus-zenfone-selfie-dual-sim-zd551kl.jpg,SGD,889349125694,SG$344.99,SG$344.99
280290,HTC Desire EYE M910n - EMEA version Features,4718487664672,http://www.expansys.com.sg/htc-desire-eye-m910n-emea-version-unlocked-lte-16gb-red-280290/,HTC,HTC Desire EYE M910n - EMEA version ,http://i1.expansys.com/img/b/280290/htc-desire-eye-m910n-emea-version.jpg,SGD,AP_HTC_DesireEye_16GB_REDM910n,SG$489.99,SG$489.99
263541,B-Stock Samsung GALAXY Mega 5.8 DUOS GT-I9152 Features,AP_B-Stock_249660,http://www.expansys.com.sg/b-stock-samsung-galaxy-mega-58-duos-gt-i9152-unlocked-8gb-black-refurbished-263541/,,B-Stock Samsung GALAXY Mega 5.8 DUOS GT-I9152 ,http://i1.expansys.com/img/b/263541/b-stock-samsung-galaxy-mega-58-duos-gt-i9152.jpg,SGD,,SG$284.99,SG$284.99
287084,Microsoft Lumia 550 Features,6438158749115,http://www.expansys.com.sg/microsoft-lumia-550-unlocked-8gb-white-287084/,Microsoft,Microsoft Lumia 550 ,http://i1.expansys.com/img/b/287084/microsoft-lumia-550.jpg,SGD,AP_RM-1127_WHT,SG$189.99,SG$189.99
286639,Microsoft Lumia 950 RM-1104 Features,6438158745759,http://www.expansys.com.sg/microsoft-lumia-950-rm-1104-unlocked-32gb-white-286639/,Microsoft,Microsoft Lumia 950 RM-1104 ,http://i2.expansys.com/img/b/286639/microsoft-lumia-950-rm-1104.jpg,SGD,AP_RM-1104_WHT,SG$754.99,SG$754.99
286534,HTC One A9 - A9u Features,4718487682607,http://www.expansys.com.sg/htc-one-a9-unlocked-32gb-opal-silver-286534/,HTC,HTC One A9 - A9u ,http://i1.expansys.com/img/b/286534/htc-one-a9.jpg,SGD,AP_HTCA9_32_SLV,SG$639.99,SG$639.99
286250,Microsoft Lumia 950 XL RM-1085 Features,6438158745810,http://www.expansys.com.sg/microsoft-lumia-950-xl-rm-1085-unlocked-32gb-white-286250/,Microsoft,Microsoft Lumia 950 XL RM-1085 ,http://i1.expansys.com/img/b/286250/microsoft-lumia-950-xl-rm-1085.jpg,SGD,AP_RM-1085_WHT,SG$729.99,SG$729.99
285627,BlackBerry PRIV - STV100-3 Features,802975061341,http://www.expansys.com.sg/blackberry-priv-stv100-3-unlocked-32gb-black-285627/,,BlackBerry PRIV - STV100-3 ,http://i2.expansys.com/img/b/285627/blackberry-priv-stv100-3.jpg,SGD,802975061341,SG$984.99,SG$984.99
276503,Microsoft Lumia 430 Dual SIM RM-1099 Features,6438158722675,http://www.expansys.com.sg/microsoft-lumia-430-dual-sim-unlocked-8gb-orange-276503/,Microsoft,Microsoft Lumia 430 Dual SIM RM-1099 ,http://i1.expansys.com/img/b/276503/microsoft-lumia-430-dual-sim.jpg,SGD,AP_LUMIA430_ORG,SG$117.99,SG$117.99
285221,LG V10 Dual-SIM H961N Features,8806084998842,http://www.expansys.com.sg/lg-v10-dual-sim-h961n-unlocked-64gb-modern-beige-285221/,LG,LG V10 Dual-SIM H961N ,http://i1.expansys.com/img/b/285221/lg-v10-dual-sim-h961n.jpg,SGD,AP_H961N_BGE,SG$809.31,SG$809.31
284566,Google Nexus 5X LG-H798 - HK Version Features,8806084999450,http://www.expansys.com.sg/google-nexus-5x-unlocked-32gb-ice-blue-284566/,Google,Google Nexus 5X LG-H798 - HK Version ,http://i2.expansys.com/img/b/284566/google-nexus-5x.jpg,SGD,AP_LGH798_32_BLU,SG$654.99,SG$654.99
265548,Sony SmartWatch 3 SWR50 Features,7311271479062,http://www.expansys.com.sg/sony-smartwatch-3-swr50-black-265548/,Sony,Sony SmartWatch 3 SWR50 ,http://i2.expansys.com/img/b/265548/sony-smartwatch-3-swr50.jpg,SGD,SWR50-Black-Silicon,SG$226.17,SG$226.17
281264,TDK A08 Trek Mini Weatherized Bluetooth Mono Speaker Features,020356622138,http://www.expansys.com.sg/tdk-a08-trek-mini-weathrized-bluetooth-mono-speaker-pink-281264/,,TDK A08 Trek Mini Weatherized Bluetooth Mono Speaker ,http://i1.expansys.com/img/b/281264/tdk-a08-trek-mini-weathrized-bluetooth-mono-speaker.jpg,SGD,020356622138,SG$11.99,SG$11.99
284562,Google Nexus 5X LG-H798 - HK Version Features,8806084998484,http://www.expansys.com.sg/google-nexus-5x-unlocked-16gb-quartz-white-284562/,Google,Google Nexus 5X LG-H798 - HK Version ,http://i1.expansys.com/img/b/284562/google-nexus-5x.jpg,SGD,AP_LGH798_16_WHT,SG$554.99,SG$554.99
284513,Meizu m2 note M571H Dual-SIM Features,6937520006370,http://www.expansys.com.sg/meizu-m2-note-dual-sim-unlocked-16gb-white-284513/,Meizu,Meizu m2 note M571H Dual-SIM ,http://i1.expansys.com/img/b/284513/meizu-m2-note-dual-sim.jpg,SGD,AP_M571H_WHT,SG$264.99,SG$264.99
282807,Apple iPhone 6s A1688 Features,888462562652,http://www.expansys.com.sg/apple-iphone-6s-unlocked-16gb-rose-gold-282807/,,Apple iPhone 6s A1688 ,http://i2.expansys.com/img/b/282807/apple-iphone-6s.jpg,SGD,888462562652,SG$974.99,SG$974.99
276480,Microsoft Lumia 640 Dual SIM RM-1113 Features,6438158721722,http://www.expansys.com.sg/microsoft-lumia-640-dual-sim-unlocked-lte-8gb-orange-276480/,Microsoft,Microsoft Lumia 640 Dual SIM RM-1113 ,http://i1.expansys.com/img/b/276480/microsoft-lumia-640-dual-sim.jpg,SGD,AP_LUMIA640_ORG,SG$244.99,SG$244.99
282856,Apple iPhone 6s Plus A1687 Features,888462571449,http://www.expansys.com.sg/apple-iphone-6s-plus-unlocked-128gb-rose-gold-282856/,,Apple iPhone 6s Plus A1687 ,http://i2.expansys.com/img/b/282856/apple-iphone-6s-plus.jpg,SGD,888462571449,"SG$1,454.99","SG$1,454.99"
282855,Apple iPhone 6s Plus A1687 Features,888462570008,http://www.expansys.com.sg/apple-iphone-6s-plus-a1687-unlocked-64gb-rose-gold-282855/,,Apple iPhone 6s Plus A1687 ,http://i2.expansys.com/img/b/282855/apple-iphone-6s-plus-a1687.jpg,SGD,888462570008,"SG$1,289.99","SG$1,289.99"
282850,Apple iPhone 6s Plus A1687 Features,888462569644,http://www.expansys.com.sg/apple-iphone-6s-plus-unlocked-64gb-gold-282850/,,Apple iPhone 6s Plus A1687 ,http://i1.expansys.com/img/b/282850/apple-iphone-6s-plus.jpg,SGD,888462569644,"SG$1,289.99","SG$1,289.99"
282833,Apple iPhone 6s Plus A1687 Features,888462570367,http://www.expansys.com.sg/apple-iphone-6s-plus-unlocked-128gb-space-gray-282833/,,Apple iPhone 6s Plus A1687 ,http://i1.expansys.com/img/b/282833/apple-iphone-6s-plus.jpg,SGD,888462570367,"SG$1,454.99","SG$1,454.99"
